node,gene
1407,YDR322C-A
1408,YDR322W
1409,YDR323C
1410,YDR324C
1411,YDR325W
1412,YDR326C
1413,YDR327W
1414,YDR328C
1415,YDR329C
1416,YDR330W
1417,YDR331W
1418,YDR332W
1419,YDR333C
1420,YDR334W
1421,YDR335W
1422,YDR336W
1423,YDR337W
1424,YDR338C
1425,YDR339C
1426,YDR340W
1427,YDR341C
1428,YDR342C
1429,YDR343C
1430,YDR344C
1431,YDR345C
1432,YDR346C
1433,YDR347W
1434,YDR348C
1435,YDR349C
1436,YDR350C
1437,YDR351W
1438,YDR352W
1439,YDR353W
1440,YDR354C-A
1441,YDR354W
1442,YDR355C
1443,YDR356W
1444,YDR357C
1445,YDR358W
1446,YDR359C
1447,YDR360W
1448,YDR361C
1449,YDR362C
1450,YDR363W
1451,YDR363W-A
1452,YDR364C
1453,YDR365C
1454,YDR365W-A
1455,YDR365W-B
1456,YDR366C
1457,YDR367W
1458,YDR368W
1459,YDR369C
1460,YDR370C
1461,YDR371C-A
1462,YDR371W
1463,YDR372C
1464,YDR373W
1465,YDR374C
1466,YDR374W-A
1467,YDR375C
1468,YDR376W
1469,YDR377W
1470,YDR378C
1471,YDR379C-A
1472,YDR379W
1473,YDR380W
1474,YDR381C-A
1475,YDR381W
1476,YDR382W
1477,YDR383C
1478,YDR384C
1479,YDR385W
1480,YDR386W
1481,YDR387C
1482,YDR388W
1483,YDR389W
1484,YDR390C
1485,YDR391C
1486,YDR392W
1487,YDR393W
1488,YDR394W
1489,YDR395W
1490,YDR396W
1491,YDR397C
1492,YDR398W
1493,YDR399W
1494,YDR400W
1495,YDR401W
1496,YDR402C
1497,YDR403W
1498,YDR404C
1499,YDR405W
1500,YDR406W
1501,YDR406W-A
1502,YDR407C
1503,YDR408C
1504,YDR409W
1505,YDR410C
1506,YDR411C
1507,YDR412W
1508,YDR413C
1509,YDR414C
1510,YDR415C
1511,YDR416W
1512,YDR417C
1513,YDR418W
1514,YDR419W
1515,YDR420W
1516,YDR421W
1517,YDR422C
1518,YDR423C
1519,YDR424C
1520,YDR425W
1521,YDR426C
1522,YDR427W
1523,YDR428C
1524,YDR429C
1525,YDR430C
1526,YDR431W
1527,YDR432W
1528,YDR433W
1529,YDR434W
1530,YDR435C
1531,YDR436W
1532,YDR437W
1533,YDR438W
1534,YDR439W
1535,YDR440W
1536,YDR441C
1537,YDR442W
1538,YDR443C
1539,YDR444W
1540,YDR445C
1541,YDR446W
1542,YDR447C
1543,YDR448W
1544,YDR449C
1545,YDR450W
1546,YDR451C
1547,YDR452W
1548,YDR453C
1549,YDR454C
1550,YDR455C
1551,YDR456W
1552,YDR457W
1553,YDR458C
1554,YDR459C
1555,YDR460W
1556,YDR461C-A
1557,YDR461W
1558,YDR462W
1559,YDR463W
1560,YDR464C-A
1561,YDR464W
1562,YDR465C
1563,YDR466W
1564,YDR467C
1565,YDR468C
1566,YDR469W
1567,YDR470C
1568,YDR471W
1569,YDR472W
1570,YDR473C
1571,YDR475C
1572,YDR476C
1573,YDR477W
1574,YDR478W
1575,YDR479C
1576,YDR480W
1577,YDR481C
1578,YDR482C
1579,YDR483W
1580,YDR484W
1581,YDR485C
1582,YDR486C
1583,YDR487C
1584,YDR488C
1585,YDR489W
1586,YDR490C
1587,YDR491C
1588,YDR492W
1589,YDR493W
1590,YDR494W
1591,YDR495C
1592,YDR496C
1593,YDR497C
1594,YDR498C
1595,YDR499W
1596,YDR500C
1597,YDR501W
1598,YDR502C
1599,YDR503C
1600,YDR504C
1601,YDR505C
1602,YDR506C
1603,YDR507C
1604,YDR508C
1605,YDR509W
1606,YDR510C-A
1607,YDR510W
1608,YDR511W
1609,YDR512C
1610,YDR513W
1611,YDR514C
1612,YDR515W
1613,YDR516C
1614,YDR517W
1615,YDR518W
1616,YDR519W
1617,YDR520C
1618,YDR521W
1619,YDR522C
1620,YDR523C
1621,YDR524C
1622,YDR524C-A
1623,YDR524C-B
1624,YDR524W-C
1625,YDR525W
1626,YDR525W-A
1627,YDR526C
1628,YDR527W
1629,YDR528W
1630,YDR529C
1631,YDR530C
1632,YDR531W
1633,YDR532C
1634,YDR533C
1635,YDR534C
1636,YDR535C
1637,YDR536W
1638,YDR537C
1639,YDR538W
1640,YDR539W
1641,YDR540C
1642,YDR541C
1643,YDR542W
1644,YDR543C
1645,YDR544C
1646,YDR545C-A
1647,YDR545W
1648,YEL001C
1649,YEL002C
1650,YEL003W
1651,YEL004W
1652,YEL005C
1653,YEL006W
1654,YEL007W
1655,YEL008C-A
1656,YEL008W
1657,YEL009C
1658,YEL009C-A
1659,YEL010W
1660,YEL011W
1661,YEL012W
1662,YEL013W
1663,YEL014C
1664,YEL015W
1665,YEL016C
1666,YEL017C-A
1667,YEL017W
1668,YEL018C-A
1669,YEL018W
1670,YEL019C
1671,YEL020C
1672,YEL020C-B
1673,YEL020W-A
1674,YEL021W
1675,YEL022W
1676,YEL023C
1677,YEL024W
1678,YEL025C
1679,YEL026W
1680,YEL027W
1681,YEL028W
1682,YEL029C
1683,YEL030C-A
1684,YEL030W
1685,YEL031W
1686,YEL032C-A
1687,YEL032W
1688,YEL033W
1689,YEL034C-A
1690,YEL034W
1691,YEL035C
1692,YEL036C
1693,YEL037C
1694,YEL038W
1695,YEL039C
1696,YEL040W
1697,YEL041W
1698,YEL042W
1699,YEL043W
1700,YEL044W
1701,YEL045C
1702,YEL046C
1703,YEL047C
1704,YEL048C
1705,YEL049W
1706,YEL050C
1707,YEL050W-A
1708,YEL051W
1709,YEL052W
1710,YEL053C
1711,YEL053W-A
1712,YEL054C
1713,YEL055C
1714,YEL056W
1715,YEL057C
1716,YEL058W
1717,YEL059C-A
1718,YEL059W
1719,YEL060C
1720,YEL061C
1721,YEL062W
1722,YEL063C
1723,YEL064C
1724,YEL065W
1725,YEL066W
1726,YEL067C
1727,YEL068C
1728,YEL069C
1729,YEL070W
1730,YEL071W
1731,YEL072W
1732,YEL073C
1733,YEL074W
1734,YEL075C
1735,YEL075W-A
1736,YEL076C
1737,YEL076C-A
1738,YEL077C
1739,YEL077W-A
1740,YER001W
1741,YER002W
1742,YER003C
1743,YER004W
1744,YER005W
1745,YER006C-A
1746,YER006W
1747,YER007C-A
1748,YER007W
1749,YER008C
1750,YER009W
1751,YER010C
1752,YER011W
1753,YER012W
1754,YER013W
1755,YER014C-A
1756,YER014W
1757,YER015W
1758,YER016W
1759,YER017C
1760,YER018C
1761,YER019C-A
1762,YER019W
1763,YER020W
1764,YER021W
1765,YER022W
1766,YER023C-A
1767,YER023W
1768,YER024W
1769,YER025W
1770,YER026C
1771,YER027C
1772,YER028C
1773,YER029C
1774,YER030W
1775,YER031C
1776,YER032W
1777,YER033C
1778,YER034W
1779,YER035W
1780,YER036C
1781,YER037W
1782,YER038C
1783,YER038W-A
1784,YER039C
1785,YER039C-A
1786,YER040W
1787,YER041W
1788,YER042W
1789,YER043C
1790,YER044C
1791,YER044C-A
1792,YER045C
1793,YER046W
1794,YER046W-A
1795,YER047C
1796,YER048C
1797,YER048W-A
1798,YER049W
1799,YER050C
1800,YER051W
1801,YER052C
1802,YER053C
1803,YER053C-A
1804,YER054C
1805,YER055C
1806,YER056C
1807,YER056C-A
1808,YER057C
1809,YER058W
1810,YER059W
1811,YER060W
1812,YER060W-A
1813,YER061C
1814,YER062C
1815,YER063W
1816,YER064C
1817,YER065C
1818,YER066C-A
1819,YER066W
1820,YER067C-A
1821,YER067W
1822,YER068C-A
1823,YER068W
1824,YER069W
1825,YER070W
1826,YER071C
1827,YER072W
1828,YER073W
1829,YER074W
1830,YER074W-A
1831,YER075C
1832,YER076C
1833,YER076W-A
1834,YER077C
1835,YER078C
1836,YER078W-A
1837,YER079C-A
1838,YER079W
1839,YER080W
1840,YER081W
1841,YER082C
1842,YER083C
1843,YER084W
1844,YER084W-A
1845,YER085C
1846,YER086W
1847,YER087C-A
1848,YER087C-B
1849,YER087W
1850,YER088C
1851,YER088C-A
1852,YER088W-B
1853,YER089C
1854,YER090C-A
1855,YER090W
1856,YER091C
1857,YER091C-A
1858,YER092W
1859,YER093C
1860,YER093C-A
1861,YER094C
1862,YER095W
1863,YER096W
1864,YER097W
1865,YER098W
1866,YER099C
1867,YER100W
1868,YER101C
1869,YER102W
1870,YER103W
1871,YER104W
1872,YER105C
1873,YER106W
1874,YER107C
1875,YER107W-A
1876,YER109C
1877,YER110C
1878,YER111C
1879,YER112W
1880,YER113C
1881,YER114C
1882,YER115C
1883,YER116C
1884,YER117W
1885,YER118C
1886,YER119C
1887,YER119C-A
1888,YER120W
1889,YER121W
1890,YER122C
1891,YER123W
1892,YER124C
1893,YER125W
1894,YER126C
1895,YER127W
1896,YER128W
1897,YER129W
1898,YER130C
1899,YER131W
1900,YER132C
1901,YER133W
1902,YER133W-A
1903,YER134C
1904,YER135C
1905,YER136W
1906,YER137C
1907,YER137C-A
1908,YER137W-A
1909,YER138C
1910,YER138W-A
1911,YER139C
1912,YER140W
1913,YER141W
1914,YER142C
1915,YER143W
1916,YER144C
1917,YER145C
1918,YER145C-A
1919,YER146W
1920,YER147C
1921,YER147C-A
1922,YER148W
1923,YER148W-A
1924,YER149C
1925,YER150W
1926,YER151C
1927,YER152C
1928,YER152W-A
1929,YER153C
1930,YER154W
1931,YER155C
1932,YER156C
1933,YER157W
1934,YER158C
1935,YER158W-A
1936,YER159C
1937,YER159C-A
1938,YER160C
1939,YER161C
1940,YER162C
1941,YER163C
1942,YER164W
1943,YER165C-A
1944,YER165W
1945,YER166W
1946,YER167W
1947,YER168C
1948,YER169W
1949,YER170W
1950,YER171W
1951,YER172C
1952,YER172C-A
1953,YER173W
1954,YER174C
1955,YER175C
1956,YER175W-A
1957,YER176W
1958,YER177W
1959,YER178W
1960,YER179W
1961,YER180C
1962,YER180C-A
1963,YER181C
1964,YER182W
1965,YER183C
1966,YER184C
1967,YER185W
1968,YER186C
1969,YER187W
1970,YER188C-A
1971,YER188W
1972,YER189W
1973,YER190C-A
1974,YER190C-B
1975,YER190W
1976,YFL001W
1977,YFL002C
1978,YFL002W-A
1979,YFL002W-B
1980,YFL003C
1981,YFL004W
1982,YFL005W
1983,YFL007W
1984,YFL008W
1985,YFL009W
1986,YFL010C
1987,YFL010W-A
1988,YFL011W
1989,YFL012W
1990,YFL012W-A
1991,YFL013C
1992,YFL013W-A
1993,YFL014W
1994,YFL015C
1995,YFL015W-A
1996,YFL016C
1997,YFL017C
1998,YFL017W-A
1999,YFL018C
2000,YFL019C
2001,YFL020C
2002,YFL021C-A
2003,YFL021W
2004,YFL022C
2005,YFL023W
2006,YFL024C
2007,YFL025C
2008,YFL026W
2009,YFL027C
2010,YFL028C
2011,YFL029C
2012,YFL030W
2013,YFL031C-A
2014,YFL031W
2015,YFL032W
2016,YFL033C
2017,YFL034C-A
2018,YFL034C-B
2019,YFL034W
2020,YFL036W
2021,YFL037W
2022,YFL038C
2023,YFL039C
2024,YFL040W
2025,YFL041W
2026,YFL041W-A
2027,YFL042C
2028,YFL044C
2029,YFL045C
2030,YFL046W
2031,YFL047W
2032,YFL048C
2033,YFL049W
2034,YFL050C
2035,YFL051C
2036,YFL052W
2037,YFL053W
2038,YFL054C
2039,YFL055W
2040,YFL056C
2041,YFL057C
2042,YFL058W
2043,YFL059W
2044,YFL060C
2045,YFL061W
2046,YFL062W
2047,YFL063W
2048,YFL064C
2049,YFL065C
2050,YFL066C
2051,YFL067W
2052,YFL068W
2053,YFR001W
2054,YFR002W
2055,YFR003C
2056,YFR004W
2057,YFR005C
2058,YFR006W
2059,YFR007W
2060,YFR008W
2061,YFR009W
2062,YFR009W-A
2063,YFR010W
2064,YFR010W-A
2065,YFR011C
2066,YFR012W
2067,YFR012W-A
2068,YFR013W
2069,YFR014C
2070,YFR015C
2071,YFR016C
2072,YFR017C
2073,YFR018C
2074,YFR019W
2075,YFR020W
2076,YFR021W
2077,YFR022W
2078,YFR023W
2079,YFR024C-A
2080,YFR025C
2081,YFR026C
2082,YFR027W
2083,YFR028C
2084,YFR029W
2085,YFR030W
2086,YFR031C
2087,YFR031C-A
2088,YFR032C
2089,YFR032C-A
2090,YFR032C-B
2091,YFR033C
2092,YFR034C
2093,YFR034W-A
2094,YFR035C
2095,YFR036W
2096,YFR036W-A
2097,YFR037C
2098,YFR038W
2099,YFR039C
2100,YFR040W
2101,YFR041C
2102,YFR042W
2103,YFR043C
2104,YFR044C
2105,YFR045W
2106,YFR046C
2107,YFR047C
2108,YFR048W
2109,YFR049W
2110,YFR050C
2111,YFR051C
2112,YFR052C-A
2113,YFR052W
2114,YFR053C
2115,YFR054C
2116,YFR055W
2117,YFR056C
2118,YFR057W
2119,YGL001C
2120,YGL002W
2121,YGL003C
2122,YGL004C
2123,YGL005C
2124,YGL006W
2125,YGL006W-A
2126,YGL007C-A
2127,YGL007W
2128,YGL008C
2129,YGL009C
2130,YGL010W
2131,YGL011C
2132,YGL012W
2133,YGL013C
2134,YGL014C-A
2135,YGL014W
2136,YGL015C
2137,YGL016W
2138,YGL017W
2139,YGL018C
2140,YGL019W
2141,YGL020C
2142,YGL021W
2143,YGL022W
2144,YGL023C
2145,YGL024W
2146,YGL025C
2147,YGL026C
2148,YGL027C
2149,YGL028C
2150,YGL029W
2151,YGL030W
2152,YGL031C
2153,YGL032C
2154,YGL033W
2155,YGL034C
2156,YGL035C
2157,YGL036W
2158,YGL037C
2159,YGL038C
2160,YGL039W
2161,YGL040C
2162,YGL041C
2163,YGL041C-B
2164,YGL041W-A
2165,YGL042C
2166,YGL043W
2167,YGL044C
2168,YGL045W
2169,YGL047W
2170,YGL048C
2171,YGL049C
2172,YGL050W
2173,YGL051W
2174,YGL052W
2175,YGL053W
2176,YGL054C
2177,YGL055W
2178,YGL056C
2179,YGL057C
2180,YGL058W
2181,YGL059W
2182,YGL060W
2183,YGL061C
2184,YGL062W
2185,YGL063C-A
2186,YGL063W
2187,YGL064C
2188,YGL065C
2189,YGL066W
2190,YGL067W
2191,YGL068W
2192,YGL069C
2193,YGL070C
2194,YGL071W
2195,YGL072C
2196,YGL073W
2197,YGL074C
2198,YGL075C
2199,YGL076C
2200,YGL077C
2201,YGL078C
2202,YGL079W
2203,YGL080W
2204,YGL081W
2205,YGL082W
2206,YGL083W
2207,YGL084C
2208,YGL085W
2209,YGL086W
2210,YGL087C
2211,YGL088W
2212,YGL089C
2213,YGL090W
2214,YGL091C
2215,YGL092W
2216,YGL093W
2217,YGL094C
2218,YGL095C
2219,YGL096W
2220,YGL097W
2221,YGL098W
2222,YGL099W
2223,YGL100W
2224,YGL101W
2225,YGL102C
2226,YGL103W
2227,YGL104C
2228,YGL105W
2229,YGL106W
2230,YGL107C
2231,YGL108C
2232,YGL109W
2233,YGL110C
2234,YGL111W
2235,YGL112C
2236,YGL113W
2237,YGL114W
2238,YGL115W
2239,YGL116W
2240,YGL117W
2241,YGL118C
2242,YGL119W
2243,YGL120C
2244,YGL121C
2245,YGL122C
2246,YGL123C-A
2247,YGL123W
2248,YGL124C
2249,YGL125W
2250,YGL126W
2251,YGL127C
2252,YGL128C
2253,YGL129C
2254,YGL130W
2255,YGL131C
2256,YGL132W
2257,YGL133W
2258,YGL134W
2259,YGL135W
2260,YGL136C
2261,YGL137W
2262,YGL138C
2263,YGL139W
2264,YGL140C
2265,YGL141W
2266,YGL142C
2267,YGL143C
2268,YGL144C
2269,YGL145W
2270,YGL146C
2271,YGL147C
2272,YGL148W
2273,YGL149W
2274,YGL150C
2275,YGL151W
2276,YGL152C
2277,YGL153W
2278,YGL154C
2279,YGL155W
2280,YGL156W
2281,YGL157W
2282,YGL158W
2283,YGL159W
2284,YGL160W
2285,YGL161C
2286,YGL162W
2287,YGL163C
2288,YGL164C
2289,YGL165C
2290,YGL166W
2291,YGL167C
2292,YGL168W
2293,YGL169W
2294,YGL170C
2295,YGL171W
2296,YGL172W
2297,YGL173C
2298,YGL174W
2299,YGL175C
2300,YGL176C
2301,YGL177W
2302,YGL178W
2303,YGL179C
2304,YGL180W
2305,YGL181W
2306,YGL182C
2307,YGL183C
2308,YGL184C
2309,YGL185C
2310,YGL186C
2311,YGL187C
2312,YGL188C
2313,YGL188C-A
2314,YGL189C
2315,YGL190C
2316,YGL191W
2317,YGL192W
2318,YGL193C
2319,YGL194C
2320,YGL194C-A
2321,YGL195W
2322,YGL196W
2323,YGL197W
2324,YGL198W
2325,YGL199C
2326,YGL200C
2327,YGL201C
2328,YGL202W
2329,YGL203C
2330,YGL204C
2331,YGL205W
2332,YGL206C
2333,YGL207W
2334,YGL208W
2335,YGL209W
2336,YGL210W
2337,YGL211W
2338,YGL212W
2339,YGL213C
2340,YGL214W
2341,YGL215W
2342,YGL216W
2343,YGL217C
2344,YGL218W
2345,YGL219C
2346,YGL220W
2347,YGL221C
2348,YGL222C
2349,YGL223C
2350,YGL224C
2351,YGL225W
2352,YGL226C-A
2353,YGL226W
2354,YGL227W
2355,YGL228W
2356,YGL229C
2357,YGL230C
2358,YGL231C
2359,YGL232W
2360,YGL233W
2361,YGL234W
2362,YGL235W
2363,YGL236C
2364,YGL237C
2365,YGL238W
2366,YGL239C
2367,YGL240W
2368,YGL241W
2369,YGL242C
2370,YGL243W
2371,YGL244W
2372,YGL245W
2373,YGL246C
2374,YGL247W
2375,YGL248W
2376,YGL249W
2377,YGL250W
2378,YGL251C
2379,YGL252C
2380,YGL253W
2381,YGL254W
2382,YGL255W
2383,YGL256W
2384,YGL257C
2385,YGL258W
2386,YGL258W-A
2387,YGL259W
2388,YGL260W
2389,YGL261C
2390,YGL262W
2391,YGL263W
2392,YGR001C
2393,YGR002C
2394,YGR003W
2395,YGR004W
2396,YGR005C
2397,YGR006W
2398,YGR007W
2399,YGR008C
2400,YGR009C
2401,YGR010W
2402,YGR011W
2403,YGR012W
2404,YGR013W
2405,YGR014W
2406,YGR015C
2407,YGR016W
2408,YGR017W
2409,YGR018C
2410,YGR019W
2411,YGR020C
2412,YGR021W
2413,YGR022C
2414,YGR023W
2415,YGR024C
2416,YGR025W
2417,YGR026W
2418,YGR027C
2419,YGR027W-A
2420,YGR027W-B
2421,YGR028W
2422,YGR029W
2423,YGR030C
2424,YGR031C-A
2425,YGR031W
2426,YGR032W
2427,YGR033C
2428,YGR034W
2429,YGR035C
2430,YGR035W-A
2431,YGR036C
2432,YGR037C
2433,YGR038C-A
2434,YGR038C-B
2435,YGR038W
2436,YGR039W
2437,YGR040W
2438,YGR041W
2439,YGR042W
2440,YGR043C
2441,YGR044C
2442,YGR045C
2443,YGR046W
2444,YGR047C
2445,YGR048W
2446,YGR049W
2447,YGR050C
2448,YGR051C
2449,YGR052W
2450,YGR053C
2451,YGR054W
2452,YGR055W
2453,YGR056W
2454,YGR057C
2455,YGR058W
2456,YGR059W
2457,YGR060W
2458,YGR061C
2459,YGR062C
2460,YGR063C
2461,YGR064W
2462,YGR065C
2463,YGR066C
2464,YGR067C
2465,YGR068C
2466,YGR068W-A
2467,YGR069W
2468,YGR070W
2469,YGR071C
2470,YGR072W
2471,YGR073C
2472,YGR074W
2473,YGR075C
2474,YGR076C
2475,YGR077C
2476,YGR078C
2477,YGR079W
2478,YGR080W
2479,YGR081C
2480,YGR082W
2481,YGR083C
2482,YGR084C
2483,YGR085C
2484,YGR086C
2485,YGR087C
2486,YGR088W
2487,YGR089W
2488,YGR090W
2489,YGR091W
2490,YGR092W
2491,YGR093W
2492,YGR094W
2493,YGR095C
2494,YGR096W
2495,YGR097W
2496,YGR098C
2497,YGR099W
2498,YGR100W
2499,YGR101W
2500,YGR102C
2501,YGR103W
2502,YGR104C
2503,YGR105W
2504,YGR106C
2505,YGR107W
2506,YGR108W
2507,YGR109C
2508,YGR109W-A
2509,YGR109W-B
2510,YGR110W
2511,YGR111W
2512,YGR112W
2513,YGR113W
2514,YGR114C
2515,YGR115C
2516,YGR116W
2517,YGR117C
2518,YGR118W
2519,YGR119C
2520,YGR120C
2521,YGR121C
2522,YGR121W-A
2523,YGR122C-A
2524,YGR122W
2525,YGR123C
2526,YGR124W
2527,YGR125W
2528,YGR126W
2529,YGR127W
2530,YGR128C
2531,YGR129W
2532,YGR130C
2533,YGR131W
2534,YGR132C
2535,YGR133W
2536,YGR134W
2537,YGR135W
2538,YGR136W
2539,YGR137W
2540,YGR138C
2541,YGR139W
2542,YGR140W
2543,YGR141W
2544,YGR142W
2545,YGR143W
2546,YGR144W
2547,YGR145W
2548,YGR146C
2549,YGR146C-A
2550,YGR147C
2551,YGR148C
2552,YGR149W
2553,YGR150C
2554,YGR151C
2555,YGR152C
2556,YGR153W
2557,YGR154C
2558,YGR155W
2559,YGR156W
2560,YGR157W
2561,YGR158C
2562,YGR159C
2563,YGR160W
2564,YGR161C
2565,YGR161C-C
2566,YGR161C-D
2567,YGR161W-A
2568,YGR161W-B
2569,YGR161W-C
2570,YGR162W
2571,YGR163W
2572,YGR164W
2573,YGR165W
2574,YGR166W
2575,YGR167W
2576,YGR168C
2577,YGR169C
2578,YGR169C-A
2579,YGR170W
2580,YGR171C
2581,YGR172C
2582,YGR173W
2583,YGR174C
2584,YGR174W-A
2585,YGR175C
2586,YGR176W
2587,YGR177C
2588,YGR178C
2589,YGR179C
2590,YGR180C
2591,YGR181W
2592,YGR182C
2593,YGR183C
2594,YGR184C
2595,YGR185C
2596,YGR186W
2597,YGR187C
2598,YGR188C
2599,YGR189C
2600,YGR190C
2601,YGR191W
2602,YGR192C
2603,YGR193C
2604,YGR194C
2605,YGR195W
2606,YGR196C
2607,YGR197C
2608,YGR198W
2609,YGR199W
2610,YGR200C
2611,YGR201C
2612,YGR202C
2613,YGR203W
2614,YGR204C-A
2615,YGR204W
2616,YGR205W
2617,YGR206W
2618,YGR207C
2619,YGR208W
2620,YGR209C
2621,YGR210C
2622,YGR211W
2623,YGR212W
2624,YGR213C
2625,YGR214W
2626,YGR215W
2627,YGR216C
2628,YGR217W
2629,YGR218W
2630,YGR219W
2631,YGR220C
2632,YGR221C
2633,YGR222W
2634,YGR223C
2635,YGR224W
2636,YGR225W
2637,YGR226C
2638,YGR227W
2639,YGR228W
2640,YGR229C
2641,YGR230W
2642,YGR231C
2643,YGR232W
2644,YGR233C
2645,YGR234W
2646,YGR235C
2647,YGR236C
2648,YGR237C
2649,YGR238C
2650,YGR239C
2651,YGR240C
2652,YGR240C-A
2653,YGR241C
2654,YGR242W
2655,YGR243W
2656,YGR244C
2657,YGR245C
2658,YGR246C
2659,YGR247W
2660,YGR248W
2661,YGR249W
2662,YGR250C
2663,YGR251W
2664,YGR252W
2665,YGR253C
2666,YGR254W
2667,YGR255C
2668,YGR256W
2669,YGR257C
2670,YGR258C
2671,YGR259C
2672,YGR260W
2673,YGR261C
2674,YGR262C
2675,YGR263C
2676,YGR264C
2677,YGR265W
2678,YGR266W
2679,YGR267C
2680,YGR268C
2681,YGR269W
2682,YGR270C-A
2683,YGR270W
2684,YGR271C-A
2685,YGR271W
2686,YGR273C
2687,YGR274C
2688,YGR275W
2689,YGR276C
2690,YGR277C
2691,YGR278W
2692,YGR279C
2693,YGR280C
2694,YGR281W
2695,YGR282C
2696,YGR283C
2697,YGR284C
2698,YGR285C
2699,YGR286C
2700,YGR287C
2701,YGR288W
2702,YGR289C
2703,YGR290W
2704,YGR291C
2705,YGR292W
2706,YGR293C
2707,YGR294W
2708,YGR295C
2709,YGR296C-A
2710,YGR296C-B
2711,YGR296W
2712,YHL001W
2713,YHL002C-A
2714,YHL002W
2715,YHL003C
2716,YHL004W
2717,YHL005C
2718,YHL006C
2719,YHL006W-A
2720,YHL007C
2721,YHL008C
2722,YHL009C
2723,YHL009W-A
2724,YHL009W-B
